child,sentenceid,verb,matrix,subj,obj,prep1,pobj1,prep2,pobj2,prep3,pobj3,comp,embtense,embsubj,embpred,sent,context
andy,72,talk,TRUE,FALSE,FALSE,with,mouth,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,no do~not talk with your mouth full,dinner
andy,75,want,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,go,Andy do-PAST~not want to go to the park and he play-PAST a long time,dinner
andy,75,go,FALSE,FALSE,FALSE,to,park,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Andy do-PAST~not want to go to the park and he play-PAST a long time,dinner
andy,75,play,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Andy do-PAST~not want to go to the park and he play-PAST a long time,dinner
andy,75,time,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Andy do-PAST~not want to go to the park and he play-PAST a long time,dinner
andy,77,do,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you do-PAST,dinner
andy,78,talk,TRUE,TRUE,FALSE,to,you,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do-PAST he talk to you,dinner
andy,79,say,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what~genmod he say,dinner
andy,80,do,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,he do-PAST,dinner
andy,81,tell,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what~genmod he tell you,dinner
andy,84,have,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,he must have have-PAST a lot,dinner
andy,85,tell,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,where,TENSED,TRUE,be,do-PAST he tell you where he~genmod be-PASTP,dinner
andy,86,tell,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,where,TENSED,TRUE,be,do-PAST he tell you where he have-PAST be-PASTP,dinner
andy,91,stay,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and the plant stay-3S the same size grow-PRESP,dinner
andy,95,take,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I take-PAST a few off the other day,dinner
andy,97,shrivel,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,no they be-PAST all shrivel-PAST up,dinner
andy,98,keep,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay the next one you can keep,dinner
andy,101,sit,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well sit here and talk to us then,dinner
andy,106,come,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,come on,dinner
andy,109,want,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,hey Andy you want some water for dessert,dinner
andy,111,work,FALSE,TRUE,FALSE,as,do,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,he be-PAST tell-PRESP Janet how it do-3S~not work as_well as it do-PAST,dinner
andy,111,do,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,he be-PAST tell-PRESP Janet how it do-3S~not work as_well as it do-PAST,dinner
andy,114,say,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,FALSE,go,well you say-PAST it do-PAST~not go as fast as it do-PAST right,dinner
andy,114,go,FALSE,FALSE,FALSE,as,do,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well you say-PAST it do-PAST~not go as fast as it do-PAST right,dinner
andy,114,do,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,well you say-PAST it do-PAST~not go as fast as it do-PAST right,dinner
andy,115,go,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay go back and finish up some more food,dinner
andy,115,finish,FALSE,FALSE,FALSE,up,food,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay go back and finish up some more food,dinner
andy,116,want,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,then what do you want some water,dinner
andy,118,let,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,see,now let-ZERO me see,dinner
andy,118,see,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,now let-ZERO me see,dinner
andy,121,get,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,everything get-3S catch-PAST when you go over it,dinner
andy,121,catch,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,everything get-3S catch-PAST when you go over it,dinner
andy,121,go,FALSE,TRUE,FALSE,over,it,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,everything get-3S catch-PAST when you go over it,dinner
andy,122,want,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,want some more,dinner
andy,125,do,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do-PAST Karen read-ZERO you any story-PL today,dinner
andy,125,read,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TRUE,NONE,do-PAST Karen read-ZERO you any story-PL today,dinner
andy,127,work,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it do-3S~not work that well,dinner
andy,149,have,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,NONE,have any problem-PL be-3S that it,dinner
andy,151,enjoy,TRUE,TRUE,TRUE,at,least,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,at least we will-COND enjoy it more,dinner
andy,159,plant,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you plant-PAST it,dinner
andy,161,plant,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,it~be get-PASTP so big since you plant-PAST it,dinner
andy,164,want,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,pick,do you want~to pick up that marble so you will~not keep trip-PRESP on it,dinner
andy,164,pick,FALSE,FALSE,FALSE,up,marble,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you want~to pick up that marble so you will~not keep trip-PRESP on it,dinner
andy,164,keep,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you want~to pick up that marble so you will~not keep trip-PRESP on it,dinner
andy,167,sit,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Andy sit down and have some water,dinner
andy,167,have,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Andy sit down and have some water,dinner
andy,168,want,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you want this big piece,dinner
andy,169,put,FALSE,FALSE,TRUE,in,a,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay I~be go-PRESP~to put-ZERO it in a plate for you,dinner
andy,172,want,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you want some,dinner
andy,175,want,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,fork,want~to fork,dinner
andy,175,fork,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,want~to fork,dinner
andy,176,move,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,if we have_to move Andy where will-COND you like the move to be,dinner
andy,180,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,yeah we could do it,dinner
andy,181,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know right now Lippman~s I do~not know,dinner
andy,181,know,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know right now Lippman~s I do~not know,dinner
andy,183,do,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do-PAST,dinner
andy,185,eat,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I eat-PAST it fast-CP than you,dinner
andy,187,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you know why,dinner
andy,191,take,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I~will take another big piece,dinner
andy,192,win,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you win-PAST the race anyway Dad,dinner
andy,194,scoop,TRUE,TRUE,FALSE,out,some,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,cause we scoop-PAST out some,dinner
andy,195,want,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you want some more,dinner
andy,199,need,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,need,dinner
andy,202,feel,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I feel that a lot right now,dinner
andy,204,play,TRUE,TRUE,FALSE,with,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Andy do~not play with,dinner
andy,205,come,TRUE,TRUE,FALSE,in,second,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I come-PAST in second,dinner
andy,206,win,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,come,Dad win-PAST I come-PAST in second you come-PAST in third,dinner
andy,206,come,FALSE,TRUE,FALSE,in,second,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Dad win-PAST I come-PAST in second you come-PAST in third,dinner
andy,206,come,FALSE,TRUE,FALSE,in,third,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,Dad win-PAST I come-PAST in second you come-PAST in third,dinner
andy,210,eat,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you~be not go-PRESP~to eat that water,dinner
andy,211,think,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I think I will,dinner
andy,214,go,TRUE,TRUE,TRUE,to,want,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay you can go talk to Janet now if you want,dinner
andy,214,want,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay you can go talk to Janet now if you want,dinner
andy,216,want,TRUE,TRUE,FALSE,to,show,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,oh you want-PAST to show that to her,dinner
andy,217,know,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,what,TENSED,TRUE,do,I do~not know what you do-PAST with it,dinner
andy,217,do,FALSE,TRUE,TRUE,with,it,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I do~not know what you do-PAST with it,dinner
andy,218,look,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,look over round your chair,dinner
bobby,3,put,TRUE,TRUE,FALSE,for,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,how much long-CP do-PAST you put-ZERO those on for,dinner
bobby,11,play,TRUE,FALSE,FALSE,with,that,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not play with that,dinner
bobby,14,take,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,no Daddy take-PAST the one that have-3S water,dinner
bobby,14,have,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,no Daddy take-PAST the one that have-3S water,dinner
bobby,30,eat,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,let~us eat here,dinner
bobby,31,put,TRUE,TRUE,TRUE,on,thing,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you can put-ZERO them up on that thing,dinner
bobby,33,interact,FALSE,FALSE,FALSE,at,table,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,the whole idea here be-3S that we be-PRES suppose-PASTP to interact at the table,dinner
bobby,35,pull,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,should I pull the table out,dinner
bobby,39,say,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,the kitchen~s hot what can I say,dinner
bobby,43,need,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,need some bowl-PL,dinner
bobby,49,survive,TRUE,TRUE,FALSE,for,tonight,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you~will survive for tonight,dinner
bobby,51,do,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,put,do-PAST you put-ZERO the thing on,dinner
bobby,51,put,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do-PAST you put-ZERO the thing on,dinner
bobby,59,say,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do~not say anything,dinner
bobby,60,notice,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,he~will notice it then,dinner
bobby,63,do,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what do-PAST you do today,dinner
bobby,65,go,TRUE,FALSE,FALSE,to,beach,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,go to the beach,dinner
bobby,66,go,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,go ahead,dinner
bobby,67,bring,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you bring-PAST some,dinner
bobby,68,want,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,sit,want to sit down,dinner
bobby,68,sit,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,want to sit down,dinner
bobby,71,come,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,come on,dinner
bobby,72,get,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,get back,dinner
bobby,79,turn,TRUE,FALSE,TRUE,for,now,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it off for now,dinner
bobby,80,come,TRUE,FALSE,FALSE,to,supper,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,come to supper,dinner
bobby,81,turn,TRUE,FALSE,TRUE,for,now,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it off for now,dinner
bobby,83,do,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,why~genmod you do that,dinner
bobby,86,turn,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it off and come to supper,dinner
bobby,86,come,FALSE,FALSE,FALSE,to,supper,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it off and come to supper,dinner
bobby,89,turn,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it off and come to supper please,dinner
bobby,89,come,FALSE,FALSE,FALSE,to,supper,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,turn it off and come to supper please,dinner
bobby,92,see,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you~will see her,dinner
bobby,94,need,TRUE,TRUE,TRUE,with,this,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you need some help with this,dinner
bobby,99,sit,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,sit over here,dinner
bobby,102,make,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I have~not make-PAST any more,dinner
bobby,105,eat,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,TRUE,go,okay we can if we eat quick-dadj and we~will go out okay,dinner
bobby,105,go,FALSE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay we can if we eat quick-dadj and we~will go out okay,dinner
bobby,106,take,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,because if we take too long it~will be dark out,dinner
bobby,108,eat,FALSE,FALSE,FALSE,up,supper,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you go-PRESP~to eat up all that supper,dinner
bobby,110,guess,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,what,TENSED,TRUE,make,guess what I make-PAST for dessert,dinner
bobby,110,make,FALSE,TRUE,TRUE,for,dessert,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,guess what I make-PAST for dessert,dinner
bobby,112,cause,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that~be cause you ask-PAST for it yesterday,dinner
bobby,112,ask,TRUE,TRUE,FALSE,for,yesterday,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that~be cause you ask-PAST for it yesterday,dinner
bobby,113,have,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,I have a special dessert,dinner
bobby,115,bubble,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,bubble-3S,dinner
bobby,117,ask,TRUE,TRUE,FALSE,for,it,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,what do you mean he he ask-PAST for it yesterday,dinner
bobby,118,do,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,he do-PAST,dinner
bobby,120,mean,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,that do-3S~not mean,dinner
bobby,123,ask,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you can ask,dinner
bobby,126,mean,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,you mean,dinner
bobby,132,pee,TRUE,TRUE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,she pee-PAST,dinner
bobby,133,have,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,go,have to to go to the bath,dinner
bobby,133,go,FALSE,FALSE,FALSE,to,bath,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,have to to go to the bath,dinner
bobby,134,have,TRUE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TO,FALSE,go,have to to go to the bath Jen,dinner
bobby,134,go,FALSE,FALSE,FALSE,to,the,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,have to to go to the bath Jen,dinner
bobby,135,do,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,FALSE,go,okay do you have_to go the bath,dinner
bobby,135,go,FALSE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay do you have_to go the bath,dinner
bobby,136,do,TRUE,FALSE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,TENSED,FALSE,go,okay do you have_to go the bath though,dinner
bobby,136,go,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,okay do you have_to go the bath though,dinner
bobby,137,go,TRUE,TRUE,TRUE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,do you have_to go pot-DIM Jenny,dinner
bobby,139,come,FALSE,FALSE,FALSE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,so Peter~s go-PRESP~to come here tomorrow,dinner
bobby,141,sleep,FALSE,FALSE,FALSE,for,the,NONE,NONE,NONE,NONE,NONE,NONE,FALSE,NONE,and he~be go-PRESP~to sleep here for the rest of the week,dinner
